,y - Velocity Feet / Sec,Cd ,CG Inches,CP Inches,Longitudinal moment of inertia Ounces-Inches^2,Radial moment of inertia Ounces-Inches^2,CNa - normal force coefficient ,
 0.000000, 0.000000, 0.900000,20.428000,20.906000,1576.160629,26.419170,14.013843,
 0.002500, 0.014000, 0.900000,20.427000,20.906000,1575.976077,26.415403,14.013843,
 0.005000, 0.121000, 0.900000,20.426000,20.906000,1575.791476,26.411637,14.013843,
 0.007500, 0.323000, 0.900000,20.424000,20.906000,1575.606826,26.407870,14.013843,
 0.010000, 0.619000, 0.900000,20.423000,20.906000,1575.422127,26.404104,14.013843,
 0.012500, 1.010000, 0.900000,20.422000,20.906000,1575.237380,26.400338,14.013843,
 0.015000, 1.495000, 0.900000,20.420000,20.906000,1575.052584,26.396571,14.013843,
 0.017500, 2.074000, 0.900000,20.419000,20.906000,1574.867738,26.392805,14.013843,
 0.020000, 2.747000, 0.900000,20.418000,20.906000,1574.682844,26.389039,14.013843,
 0.022500, 3.515000, 0.900000,20.416000,20.906000,1574.497901,26.385272,14.013843,
 0.025000, 4.377000, 0.900000,20.415000,20.906000,1574.312910,26.381506,14.013843,
 0.027500, 5.334000, 0.900000,20.414000,20.906000,1574.127869,26.377739,14.013843,
 0.030000, 6.385000, 0.900000,20.413000,20.906000,1573.942779,26.373973,14.013843,
 0.032500, 7.530000, 0.900000,20.411000,20.906000,1573.757640,26.370207,14.013843,
 0.035000, 8.770000, 0.900000,20.410000,20.906000,1573.572453,26.366440,14.013843,
 0.037500,10.104000, 0.900000,20.409000,20.906000,1573.387216,26.362674,14.013843,
 0.040000,11.533000, 0.900000,20.407000,20.906000,1573.201930,26.358907,14.013843,
 0.042500,13.056000, 0.900000,20.406000,20.906000,1573.016595,26.355141,14.013843,
 0.045000,14.673000, 0.900000,20.405000,20.906000,1572.831211,26.351375,14.013843,
 0.047500,16.385000, 0.900000,20.403000,20.906000,1572.645778,26.347608,14.013843,
 0.050000,18.191000, 0.900000,20.402000,20.906000,1572.460296,26.343842,14.013843,
 0.052500,19.994000, 0.900000,20.400000,20.906000,1572.107470,26.336680,14.013843,
 0.055000,21.794000, 0.900000,20.397000,20.906000,1571.754465,26.329518,14.013843,
 0.057500,23.590000, 0.900000,20.395000,20.906000,1571.401283,26.322357,14.013843,
 0.060000,25.384000, 0.900000,20.392000,20.906000,1571.047923,26.315195,14.013843,
 0.062500,27.175000, 0.900000,20.390000,20.906000,1570.694385,26.308033,14.013843,
 0.065000,28.962000, 0.900000,20.387000,20.906000,1570.340668,26.300872,14.013843,
 0.067500,30.746000, 0.900000,20.385000,20.906000,1569.986772,26.293710,14.013843,
 0.070000,32.527000, 0.900000,20.382000,20.906000,1569.632699,26.286548,14.013843,
 0.072500,34.304000, 0.900000,20.380000,20.906000,1569.278446,26.279386,14.013843,
 0.075000,36.078000, 0.900000,20.377000,20.906000,1568.924014,26.272225,14.013843,
 0.077500,37.849000, 0.900000,20.375000,20.906000,1568.569404,26.265063,14.013843,
 0.080000,39.616000, 0.900000,20.372000,20.906000,1568.214614,26.257901,14.013843,
 0.082500,41.380000, 0.900000,20.370000,20.906000,1567.859645,26.250740,14.013843,
 0.085000,43.140000, 0.900000,20.367000,20.906000,1567.504496,26.243578,14.013843,
 0.087500,44.896000, 0.900000,20.365000,20.906000,1567.149168,26.236416,14.013843,
 0.090000,46.649000, 0.900000,20.362000,20.906000,1566.793660,26.229254,14.013843,
 0.092500,48.398000, 0.900000,20.360000,20.906000,1566.437972,26.222093,14.013843,
 0.095000,50.143000, 0.900000,20.357000,20.906000,1566.082104,26.214931,14.013843,
 0.097500,51.885000, 0.900000,20.355000,20.906000,1565.726056,26.207769,14.013843,
 0.100000,53.623000, 0.900000,20.352000,20.906000,1565.369828,26.200608,14.013843,
 0.102500,55.357000, 0.900000,20.350000,20.906000,1565.013419,26.193446,14.013843,
 0.105000,57.087000, 0.900000,20.347000,20.906000,1564.656830,26.186284,14.013843,
 0.107500,58.813000, 0.900000,20.345000,20.906000,1564.300060,26.179122,14.013843,
 0.110000,60.535000, 0.900000,20.342000,20.906000,1563.943109,26.171961,14.013843,
 0.112500,62.253000, 0.900000,20.340000,20.906000,1563.585977,26.164799,14.013843,
 0.115000,63.968000, 0.900000,20.337000,20.906000,1563.228664,26.157637,14.013843,
 0.117500,65.678000, 0.900000,20.335000,20.906000,1562.871169,26.150476,14.013843,
 0.120000,67.384000, 0.900000,20.332000,20.906000,1562.513494,26.143314,14.013843,
 0.122500,69.085000, 0.900000,20.330000,20.906000,1562.155636,26.136152,14.013843,
 0.125000,70.783000, 0.900000,20.327000,20.906000,1561.797597,26.128990,14.013843,
 0.127500,72.476000, 0.900000,20.325000,20.906000,1561.439377,26.121829,14.013843,
 0.130000,74.166000, 0.900000,20.322000,20.906000,1561.080974,26.114667,14.013843,
 0.132500,75.851000, 0.900000,20.320000,20.906000,1560.722389,26.107505,14.013843,
 0.135000,77.531000, 0.900000,20.317000,20.906000,1560.363622,26.100344,14.013843,
 0.137500,79.207000, 0.900000,20.315000,20.906000,1560.004672,26.093182,14.013843,
 0.140000,80.879000, 0.900000,20.312000,20.906000,1559.645540,26.086020,14.013843,
 0.142500,82.546000, 0.900000,20.309000,20.906000,1559.286225,26.078858,14.013843,
 0.145000,84.209000, 0.900000,20.307000,20.906000,1558.926728,26.071697,14.013843,
 0.147500,85.868000, 0.900000,20.304000,20.906000,1558.567047,26.064535,14.013843,
 0.150000,87.521000, 0.900000,20.302000,20.906000,1558.207183,26.057373,14.013843,
 0.152500,89.171000, 0.900000,20.299000,20.906000,1557.847136,26.050212,14.013843,
 0.155000,90.815000, 0.900000,20.297000,20.906000,1557.486906,26.043050,14.013843,
 0.157500,92.455000, 0.900000,20.294000,20.906000,1557.126492,26.035888,14.013843,
 0.160000,94.091000, 0.900000,20.292000,20.906000,1556.765894,26.028726,14.013843,
 0.162500,95.721000, 0.900000,20.289000,20.906000,1556.405113,26.021565,14.013843,
 0.165000,97.347000, 0.900000,20.287000,20.906000,1556.044148,26.014403,14.013843,
 0.167500,98.968000, 0.900000,20.284000,20.906000,1555.682998,26.007241,14.013843,
 0.170000,100.584000, 0.900000,20.282000,20.906000,1555.321664,26.000080,14.013843,
 0.172500,102.196000, 0.900000,20.279000,20.906000,1554.960146,25.992918,14.013843,
 0.175000,103.802000, 0.900000,20.276000,20.906000,1554.598443,25.985756,14.013843,
 0.177500,105.404000, 0.900000,20.274000,20.906000,1554.236556,25.978594,14.013843,
 0.180000,107.001000, 0.900000,20.271000,20.906000,1553.874484,25.971433,14.013843,
 0.182500,108.593000, 0.900000,20.269000,20.906000,1553.512226,25.964271,14.013843,
 0.185000,110.180000, 0.900000,20.266000,20.906000,1553.149784,25.957109,14.013843,
 0.187500,111.761000, 0.900000,20.264000,20.906000,1552.787156,25.949948,14.013843,
 0.190000,113.338000, 0.900000,20.261000,20.906000,1552.424343,25.942786,14.013843,
 0.192500,114.910000, 0.900000,20.259000,20.906000,1552.061345,25.935624,14.013843,
 0.195000,116.477000, 0.900000,20.256000,20.906000,1551.698161,25.928462,14.013843,
 0.197500,118.038000, 0.900000,20.253000,20.906000,1551.334790,25.921301,14.013843,
 0.200000,119.594000, 0.900000,20.251000,20.906000,1550.971234,25.914139,14.013843,
 0.202500,121.150000, 0.900000,20.248000,20.906000,1550.608742,25.907002,14.013843,
 0.205000,122.705000, 0.900000,20.246000,20.906000,1550.246064,25.899865,14.013843,
 0.207500,124.260000, 0.900000,20.243000,20.906000,1549.883202,25.892728,14.013843,
 0.210000,125.814000, 0.900000,20.241000,20.906000,1549.520154,25.885591,14.013843,
 0.212500,127.367000, 0.900000,20.238000,20.906000,1549.156920,25.878453,14.013843,
 0.215000,128.919000, 0.900000,20.236000,20.906000,1548.793501,25.871316,14.013843,
 0.217500,130.471000, 0.900000,20.233000,20.906000,1548.429896,25.864179,14.013843,
 0.220000,132.022000, 0.900000,20.230000,20.906000,1548.066106,25.857042,14.013843,
 0.222500,133.572000, 0.900000,20.228000,20.906000,1547.702129,25.849905,14.013843,
 0.225000,135.122000, 0.900000,20.225000,20.906000,1547.337966,25.842768,14.013843,
 0.227500,136.670000, 0.900000,20.223000,20.906000,1546.973617,25.835631,14.013843,
 0.230000,138.218000, 0.900000,20.220000,20.906000,1546.609082,25.828494,14.013843,
 0.232500,139.764000, 0.900000,20.218000,20.906000,1546.244359,25.821357,14.013843,
 0.235000,141.310000, 0.900000,20.215000,20.906000,1545.879451,25.814219,14.013843,
 0.237500,142.855000, 0.900000,20.212000,20.906000,1545.514355,25.807082,14.013843,
 0.240000,144.398000, 0.900000,20.210000,20.906000,1545.149072,25.799945,14.013843,
 0.242500,145.941000, 0.900000,20.207000,20.906000,1544.783602,25.792808,14.013843,
 0.245000,147.482000, 0.900000,20.205000,20.906000,1544.417945,25.785671,14.013843,
 0.247500,149.022000, 0.900000,20.202000,20.906000,1544.052100,25.778534,14.013843,
 0.250000,150.562000, 0.900000,20.200000,20.906000,1543.686067,25.771397,14.013843,
 0.252500,152.100000, 0.900000,20.197000,20.906000,1543.319847,25.764260,14.013843,
 0.255000,153.636000, 0.900000,20.194000,20.906000,1542.953439,25.757123,14.013843,
 0.257500,155.172000, 0.900000,20.192000,20.906000,1542.586843,25.749985,14.013843,
 0.260000,156.706000, 0.900000,20.189000,20.906000,1542.220058,25.742848,14.013843,
 0.262500,158.239000, 0.900000,20.187000,20.906000,1541.853086,25.735711,14.013843,
 0.265000,159.771000, 0.900000,20.184000,20.906000,1541.485924,25.728574,14.013843,
 0.267500,161.301000, 0.900000,20.181000,20.906000,1541.118574,25.721437,14.013843,
 0.270000,162.830000, 0.900000,20.179000,20.906000,1540.751036,25.714300,14.013843,
 0.272500,164.358000, 0.900000,20.176000,20.906000,1540.383308,25.707163,14.013843,
 0.275000,165.884000, 0.900000,20.174000,20.906000,1540.015391,25.700026,14.013843,
 0.277500,167.408000, 0.900000,20.171000,20.906000,1539.647285,25.692888,14.013843,
 0.280000,168.931000, 0.900000,20.169000,20.906000,1539.278990,25.685751,14.013843,
 0.282500,170.453000, 0.900000,20.166000,20.906000,1538.910505,25.678614,14.013843,
 0.285000,171.973000, 0.900000,20.163000,20.906000,1538.541830,25.671477,14.013843,
 0.287500,173.491000, 0.900000,20.161000,20.906000,1538.172966,25.664340,14.013843,
 0.290000,175.008000, 0.900000,20.158000,20.906000,1537.803911,25.657203,14.013843,
 0.292500,176.523000, 0.900000,20.156000,20.906000,1537.434667,25.650066,14.013843,
 0.295000,178.037000, 0.900000,20.153000,20.906000,1537.065232,25.642929,14.013843,
 0.297500,179.548000, 0.900000,20.150000,20.906000,1536.695606,25.635792,14.013843,
 0.300000,181.058000, 0.900000,20.148000,20.906000,1536.325790,25.628654,14.013843,
 0.302500,182.567000, 0.900000,20.145000,20.906000,1535.955784,25.621517,14.013843,
 0.305000,184.073000, 0.900000,20.142000,20.906000,1535.585586,25.614380,14.013843,
 0.307500,185.578000, 0.900000,20.140000,20.906000,1535.215197,25.607243,14.013843,
 0.310000,187.081000, 0.900000,20.137000,20.906000,1534.844618,25.600106,14.013843,
 0.312500,188.582000, 0.900000,20.135000,20.906000,1534.473846,25.592969,14.013843,
 0.315000,190.081000, 0.900000,20.132000,20.906000,1534.102884,25.585832,14.013843,
 0.317500,191.578000, 0.900000,20.129000,20.906000,1533.731729,25.578695,14.013843,
 0.320000,193.073000, 0.900000,20.127000,20.906000,1533.360383,25.571558,14.013843,
 0.322500,194.566000, 0.900000,20.124000,20.906000,1532.988845,25.564420,14.013843,
 0.325000,196.057000, 0.900000,20.122000,20.906000,1532.617115,25.557283,14.013843,
 0.327500,197.547000, 0.900000,20.119000,20.906000,1532.245193,25.550146,14.013843,
 0.330000,199.034000, 0.900000,20.116000,20.906000,1531.873078,25.543009,14.013843,
 0.332500,200.519000, 0.900000,20.114000,20.906000,1531.500771,25.535872,14.013843,
 0.335000,202.002000, 0.900000,20.111000,20.906000,1531.128271,25.528735,14.013843,
 0.337500,203.483000, 0.900000,20.108000,20.906000,1530.755578,25.521598,14.013843,
 0.340000,204.961000, 0.900000,20.106000,20.906000,1530.382692,25.514461,14.013843,
 0.342500,206.438000, 0.900000,20.103000,20.906000,1530.009613,25.507323,14.013843,
 0.345000,207.912000, 0.900000,20.100000,20.906000,1529.636340,25.500186,14.013843,
 0.347500,209.384000, 0.900000,20.098000,20.906000,1529.262874,25.493049,14.013843,
 0.350000,210.854000, 0.900000,20.095000,20.906000,1528.889215,25.485912,14.013843,
 0.352500,212.322000, 0.900000,20.093000,20.906000,1528.515362,25.478775,14.013843,
 0.355000,213.787000, 0.900000,20.090000,20.906000,1528.141314,25.471638,14.013843,
 0.357500,215.250000, 0.900000,20.087000,20.906000,1527.767073,25.464501,14.013843,
 0.360000,216.711000, 0.900000,20.085000,20.906000,1527.392638,25.457364,14.013843,
 0.362500,218.169000, 0.900000,20.082000,20.906000,1527.018008,25.450227,14.013843,
 0.365000,219.625000, 0.900000,20.079000,20.906000,1526.643183,25.443089,14.013843,
 0.367500,221.078000, 0.900000,20.077000,20.906000,1526.268164,25.435952,14.013843,
 0.370000,222.529000, 0.900000,20.074000,20.906000,1525.892950,25.428815,14.013843,
 0.372500,223.978000, 0.900000,20.071000,20.906000,1525.517541,25.421678,14.013843,
 0.375000,225.424000, 0.900000,20.069000,20.906000,1525.141937,25.414541,14.013843,
 0.377500,226.868000, 0.900000,20.066000,20.906000,1524.766138,25.407404,14.013843,
 0.380000,228.309000, 0.900000,20.063000,20.906000,1524.390143,25.400267,14.013843,
 0.382500,229.747000, 0.900000,20.061000,20.906000,1524.013952,25.393130,14.013843,
 0.385000,231.183000, 0.900000,20.058000,20.906000,1523.637566,25.385993,14.013843,
 0.387500,232.616000, 0.900000,20.055000,20.906000,1523.260983,25.378855,14.013843,
 0.390000,234.047000, 0.900000,20.053000,20.906000,1522.884205,25.371718,14.013843,
 0.392500,235.475000, 0.900000,20.050000,20.906000,1522.507230,25.364581,14.013843,
 0.395000,236.901000, 0.900000,20.047000,20.906000,1522.130059,25.357444,14.013843,
 0.397500,238.323000, 0.900000,20.045000,20.906000,1521.752692,25.350307,14.013843,
 0.400000,239.743000, 0.900000,20.042000,20.906000,1521.375127,25.343170,14.013843,
 0.402500,241.161000, 0.900000,20.039000,20.906000,1520.997366,25.336033,14.013843,
 0.405000,242.575000, 0.900000,20.037000,20.906000,1520.619408,25.328896,14.013843,
 0.407500,243.987000, 0.900000,20.034000,20.906000,1520.241253,25.321758,14.013843,
 0.410000,245.396000, 0.900000,20.031000,20.906000,1519.862900,25.314621,14.013843,
 0.412500,246.803000, 0.900000,20.029000,20.906000,1519.484350,25.307484,14.013843,
 0.415000,248.206000, 0.900000,20.026000,20.906000,1519.105602,25.300347,14.013843,
 0.417500,249.607000, 0.900000,20.023000,20.906000,1518.726656,25.293210,14.013843,
 0.420000,251.005000, 0.900000,20.021000,20.906000,1518.347512,25.286073,14.013843,
 0.422500,252.400000, 0.900000,20.018000,20.906000,1517.968170,25.278936,14.013843,
 0.425000,253.792000, 0.900000,20.015000,20.906000,1517.588630,25.271799,14.013843,
 0.427500,255.181000, 0.900000,20.013000,20.906000,1517.208892,25.264662,14.013843,
 0.430000,256.567000, 0.900000,20.010000,20.906000,1516.828955,25.257524,14.013843,
 0.432500,257.950000, 0.900000,20.007000,20.906000,1516.448819,25.250387,14.013843,
 0.435000,259.331000, 0.900000,20.005000,20.906000,1516.068484,25.243250,14.013843,
 0.437500,260.708000, 0.900000,20.002000,20.906000,1515.687950,25.236113,14.013843,
 0.440000,262.082000, 0.900000,19.999000,20.906000,1515.307217,25.228976,14.013843,
 0.442500,263.454000, 0.900000,19.997000,20.906000,1514.926284,25.221839,14.013843,
 0.445000,264.822000, 0.900000,19.994000,20.906000,1514.545152,25.214702,14.013843,
 0.447500,266.187000, 0.900000,19.991000,20.906000,1514.163820,25.207565,14.013843,
 0.450000,267.550000, 0.900000,19.989000,20.906000,1513.782288,25.200428,14.013843,
 0.452500,268.909000, 0.900000,19.986000,20.906000,1513.400556,25.193290,14.013843,
 0.455000,270.265000, 0.900000,19.983000,20.906000,1513.018625,25.186153,14.013843,
 0.457500,271.618000, 0.900000,19.980000,20.906000,1512.636492,25.179016,14.013843,
 0.460000,272.968000, 0.900000,19.978000,20.906000,1512.254159,25.171879,14.013843,
 0.462500,274.314000, 0.900000,19.975000,20.906000,1511.871626,25.164742,14.013843,
 0.465000,275.658000, 0.900000,19.972000,20.906000,1511.488891,25.157605,14.013843,
 0.467500,276.998000, 0.900000,19.970000,20.906000,1511.105956,25.150468,14.013843,
 0.470000,278.336000, 0.900000,19.967000,20.906000,1510.722819,25.143331,14.013843,
 0.472500,279.670000, 0.900000,19.964000,20.906000,1510.339482,25.136193,14.013843,
 0.475000,281.000000, 0.900000,19.961000,20.906000,1509.955942,25.129056,14.013843,
 0.477500,282.328000, 0.900000,19.959000,20.906000,1509.572201,25.121919,14.013843,
 0.480000,283.652000, 0.900000,19.956000,20.906000,1509.188258,25.114782,14.013843,
 0.482500,284.973000, 0.900000,19.953000,20.906000,1508.804114,25.107645,14.013843,
 0.485000,286.291000, 0.900000,19.951000,20.906000,1508.419767,25.100508,14.013843,
 0.487500,287.606000, 0.900000,19.948000,20.906000,1508.035218,25.093371,14.013843,
 0.490000,288.917000, 0.900000,19.945000,20.906000,1507.650466,25.086234,14.013843,
 0.492500,290.225000, 0.900000,19.942000,20.906000,1507.265512,25.079097,14.013843,
 0.495000,291.530000, 0.900000,19.940000,20.906000,1506.880355,25.071959,14.013843,
 0.497500,292.831000, 0.900000,19.937000,20.906000,1506.494995,25.064822,14.013843,
 0.500000,294.129000, 0.900000,19.934000,20.906000,1506.109432,25.057685,14.013843,
 0.502500,295.421000, 0.900000,19.932000,20.906000,1505.721792,25.050513,14.013843,
 0.505000,296.706000, 0.900000,19.929000,20.906000,1505.333947,25.043342,14.013843,
 0.507500,297.985000, 0.900000,19.926000,20.906000,1504.945897,25.036170,14.013843,
 0.510000,299.257000, 0.900000,19.923000,20.906000,1504.557640,25.028998,14.013843,
 0.512500,300.522000, 0.900000,19.921000,20.906000,1504.169178,25.021826,14.013843,
 0.515000,301.781000, 0.900000,19.918000,20.906000,1503.780510,25.014655,14.013843,
 0.517500,303.034000, 0.900000,19.915000,20.906000,1503.391635,25.007483,14.013843,
 0.520000,304.280000, 0.900000,19.912000,20.906000,1503.002554,25.000311,14.013843,
 0.522500,305.519000, 0.900000,19.910000,20.906000,1502.613267,24.993139,14.013843,
 0.525000,306.752000, 0.900000,19.907000,20.906000,1502.223773,24.985968,14.013843,
 0.527500,307.979000, 0.900000,19.904000,20.906000,1501.834071,24.978796,14.013843,
 0.530000,309.199000, 0.900000,19.901000,20.906000,1501.444163,24.971624,14.013843,
 0.532500,310.413000, 0.900000,19.898000,20.906000,1501.054048,24.964452,14.013843,
 0.535000,311.620000, 0.900000,19.896000,20.906000,1500.663725,24.957281,14.013843,
 0.537500,312.820000, 0.900000,19.893000,20.906000,1500.273194,24.950109,14.013843,
 0.540000,314.014000, 0.900000,19.890000,20.906000,1499.882456,24.942937,14.013843,
 0.542500,315.202000, 0.900000,19.887000,20.906000,1499.491510,24.935765,14.013843,
 0.545000,316.383000, 0.900000,19.885000,20.906000,1499.100355,24.928593,14.013843,
 0.547500,317.558000, 0.900000,19.882000,20.906000,1498.708993,24.921422,14.013843,
 0.550000,318.726000, 0.900000,19.879000,20.906000,1498.317422,24.914250,14.013843,
 0.552500,319.888000, 0.900000,19.876000,20.906000,1497.925642,24.907078,14.013843,
 0.555000,321.044000, 0.900000,19.874000,20.906000,1497.533654,24.899906,14.013843,
 0.557500,322.193000, 0.900000,19.871000,20.906000,1497.141457,24.892735,14.013843,
 0.560000,323.335000, 0.900000,19.868000,20.906000,1496.749050,24.885563,14.013843,
 0.562500,324.471000, 0.900000,19.865000,20.906000,1496.356435,24.878391,14.013843,
 0.565000,325.601000, 0.900000,19.862000,20.906000,1495.963609,24.871219,14.013843,
 0.567500,326.724000, 0.900000,19.860000,20.906000,1495.570575,24.864048,14.013843,
 0.570000,327.841000, 0.900000,19.857000,20.906000,1495.177330,24.856876,14.013843,
 0.572500,328.952000, 0.900000,19.854000,20.906000,1494.783876,24.849704,14.013843,
 0.575000,330.056000, 0.900000,19.851000,20.906000,1494.390211,24.842532,14.013843,
 0.577500,331.154000, 0.900000,19.849000,20.906000,1493.996336,24.835361,14.013843,
 0.580000,332.245000, 0.900000,19.846000,20.906000,1493.602251,24.828189,14.013843,
 0.582500,333.330000, 0.900000,19.843000,20.906000,1493.207954,24.821017,14.013843,
 0.585000,334.409000, 0.900000,19.840000,20.906000,1492.813448,24.813845,14.013843,
 0.587500,335.481000, 0.900000,19.837000,20.906000,1492.418730,24.806674,14.013843,
 0.590000,336.548000, 0.900000,19.835000,20.906000,1492.023801,24.799502,14.013843,
 0.592500,337.607000, 0.900000,19.832000,20.906000,1491.628660,24.792330,14.013843,
 0.595000,338.661000, 0.900000,19.829000,20.906000,1491.233308,24.785158,14.013843,
 0.597500,339.708000, 0.900000,19.826000,20.906000,1490.837745,24.777986,14.013843,
 0.600000,340.749000, 0.900000,19.823000,20.906000,1490.441969,24.770815,14.013843,
 0.602500,341.784000, 0.900000,19.821000,20.906000,1490.045982,24.763643,14.013843,
 0.605000,342.812000, 0.900000,19.818000,20.906000,1489.649782,24.756471,14.013843,
 0.607500,343.834000, 0.900000,19.815000,20.906000,1489.253370,24.749299,14.013843,
 0.610000,344.850000, 0.900000,19.812000,20.906000,1488.856746,24.742128,14.013843,
 0.612500,345.860000, 0.900000,19.809000,20.906000,1488.459908,24.734956,14.013843,
 0.615000,346.863000, 0.900000,19.807000,20.906000,1488.062858,24.727784,14.013843,
 0.617500,347.861000, 0.900000,19.804000,20.906000,1487.665595,24.720612,14.013843,
 0.620000,348.852000, 0.900000,19.801000,20.906000,1487.268119,24.713441,14.013843,
 0.622500,349.837000, 0.900000,19.798000,20.906000,1486.870429,24.706269,14.013843,
 0.625000,350.815000, 0.900000,19.795000,20.906000,1486.472525,24.699097,14.013843,
 0.627500,351.788000, 0.900000,19.792000,20.906000,1486.074408,24.691925,14.013843,
 0.630000,352.755000, 0.900000,19.790000,20.906000,1485.676077,24.684754,14.013843,
 0.632500,353.715000, 0.900000,19.787000,20.906000,1485.277531,24.677582,14.013843,
 0.635000,354.669000, 0.900000,19.784000,20.906000,1484.878772,24.670410,14.013843,
 0.637500,355.617000, 0.900000,19.781000,20.906000,1484.479798,24.663238,14.013843,
 0.640000,356.560000, 0.900000,19.778000,20.906000,1484.080609,24.656067,14.013843,
 0.642500,357.496000, 0.900000,19.775000,20.906000,1483.681206,24.648895,14.013843,
 0.645000,358.426000, 0.900000,19.773000,20.906000,1483.281587,24.641723,14.013843,
 0.647500,359.350000, 0.900000,19.770000,20.906000,1482.881753,24.634551,14.013843,
 0.650000,360.268000, 0.900000,19.767000,20.906000,1482.481704,24.627380,14.013843,
 0.652500,361.180000, 0.900000,19.764000,20.906000,1482.081440,24.620208,14.013843,
 0.655000,362.086000, 0.900000,19.761000,20.906000,1481.680959,24.613036,14.013843,
 0.657500,362.986000, 0.900000,19.758000,20.906000,1481.280263,24.605864,14.013843,
 0.660000,363.880000, 0.900000,19.756000,20.906000,1480.879351,24.598692,14.013843,
 0.662500,364.768000, 0.900000,19.753000,20.906000,1480.478223,24.591521,14.013843,
 0.665000,365.650000, 0.900000,19.750000,20.906000,1480.076878,24.584349,14.013843,
 0.667500,366.527000, 0.900000,19.747000,20.906000,1479.675316,24.577177,14.013843,
 0.670000,367.397000, 0.900000,19.744000,20.906000,1479.273538,24.570005,14.013843,
 0.672500,368.262000, 0.900000,19.741000,20.906000,1478.871543,24.562834,14.013843,
 0.675000,369.120000, 0.900000,19.739000,20.906000,1478.469331,24.555662,14.013843,
 0.677500,369.973000, 0.900000,19.736000,20.906000,1478.066901,24.548490,14.013843,
 0.680000,370.820000, 0.900000,19.733000,20.906000,1477.664254,24.541318,14.013843,
 0.682500,371.662000, 0.900000,19.730000,20.906000,1477.261389,24.534147,14.013843,
 0.685000,372.497000, 0.900000,19.727000,20.906000,1476.858307,24.526975,14.013843,
 0.687500,373.327000, 0.900000,19.724000,20.906000,1476.455006,24.519803,14.013843,
 0.690000,374.151000, 0.900000,19.721000,20.906000,1476.051487,24.512631,14.013843,
 0.692500,374.969000, 0.900000,19.718000,20.906000,1475.647750,24.505460,14.013843,
 0.695000,375.782000, 0.900000,19.716000,20.906000,1475.243794,24.498288,14.013843,
 0.697500,376.588000, 0.900000,19.713000,20.906000,1474.839620,24.491116,14.013843,
 0.700000,377.390000, 0.900000,19.710000,20.906000,1474.435227,24.483944,14.013843,
 0.702500,378.185000, 0.900000,19.707000,20.906000,1474.030614,24.476773,14.013843,
 0.705000,378.975000, 0.900000,19.704000,20.906000,1473.625782,24.469601,14.013843,
 0.707500,379.759000, 0.900000,19.701000,20.906000,1473.220731,24.462429,14.013843,
 0.710000,380.538000, 0.900000,19.698000,20.906000,1472.815460,24.455257,14.013843,
 0.712500,381.311000, 0.900000,19.696000,20.906000,1472.409969,24.448085,14.013843,
 0.715000,382.078000, 0.900000,19.693000,20.906000,1472.004259,24.440914,14.013843,
 0.717500,382.840000, 0.900000,19.690000,20.906000,1471.598328,24.433742,14.013843,
 0.720000,383.597000, 0.900000,19.687000,20.906000,1471.192177,24.426570,14.013843,
 0.722500,384.347000, 0.900000,19.684000,20.906000,1470.785805,24.419398,14.013843,
 0.725000,385.093000, 0.900000,19.681000,20.906000,1470.379212,24.412227,14.013843,
 0.727500,385.833000, 0.900000,19.678000,20.906000,1469.972399,24.405055,14.013843,
 0.730000,386.567000, 0.900000,19.675000,20.906000,1469.565364,24.397883,14.013843,
 0.732500,387.296000, 0.900000,19.672000,20.906000,1469.158108,24.390711,14.013843,
 0.735000,388.020000, 0.900000,19.670000,20.906000,1468.750631,24.383540,14.013843,
 0.737500,388.738000, 0.900000,19.667000,20.906000,1468.342932,24.376368,14.013843,
 0.740000,389.451000, 0.900000,19.664000,20.906000,1467.935011,24.369196,14.013843,
 0.742500,390.158000, 0.900000,19.661000,20.906000,1467.526868,24.362024,14.013843,
 0.745000,390.860000, 0.900000,19.658000,20.906000,1467.118503,24.354853,14.013843,
 0.747500,391.557000, 0.900000,19.655000,20.906000,1466.709916,24.347681,14.013843,
 0.750000,392.249000, 0.900000,19.652000,20.906000,1466.301105,24.340509,14.013843,
 0.752500,392.932000, 0.900000,19.650000,20.906000,1465.953343,24.334411,14.013843,
 0.755000,393.608000, 0.900000,19.647000,20.906000,1465.605419,24.328314,14.013843,
 0.757500,394.277000, 0.900000,19.645000,20.906000,1465.257334,24.322216,14.013843,
 0.760000,394.937000, 0.900000,19.642000,20.906000,1464.909088,24.316118,14.013843,
 0.762500,395.590000, 0.900000,19.640000,20.906000,1464.560680,24.310020,14.013843,
 0.765000,396.236000, 0.900000,19.637000,20.906000,1464.212111,24.303923,14.013843,
 0.767500,396.874000, 0.900000,19.635000,20.906000,1463.863380,24.297825,14.013843,
 0.770000,397.504000, 0.900000,19.632000,20.906000,1463.514487,24.291727,14.013843,
 0.772500,398.127000, 0.900000,19.630000,20.906000,1463.165432,24.285629,14.013843,
 0.775000,398.742000, 0.900000,19.627000,20.906000,1462.816215,24.279532,14.013843,
 0.777500,399.350000, 0.900000,19.625000,20.906000,1462.466836,24.273434,14.013843,
 0.780000,399.951000, 0.900000,19.622000,20.906000,1462.117295,24.267336,14.013843,
 0.782500,400.544000, 0.900000,19.620000,20.906000,1461.767591,24.261239,14.013843,
 0.785000,401.130000, 0.900000,19.618000,20.906000,1461.417725,24.255141,14.013843,
